nom,comment,pays,niveau,cout
Pasteis de bacalhau (croquettes de morue) ,"Avec un reste de bradande, rajouter des oeufs. ",bresil,Facile,1.9
Pasteis de bacalhau (croquettes de morue) ,"Mieux vaut cuire la morue aussi. Après cuisson, enlevez la peau et les arêtes pour l'éffiler.",bresil,Facile,1.9
Pasteis de bacalhau (croquettes de morue) ,"Un délice, c'est très bon avec une salade verte ou du riz à la tomate, en plat.",bresil,Facile,1.9
Pasteis de bacalhau (croquettes de morue) ,"Miam! je cuis la morue 8 à 10 minutes avant de faire mes croquette. En accompagnement, je fais toujours une salade de haricots blancs et haricots rouges avec persil, oignons et vinaigrette, un régal!",bresil,Facile,1.9
Pastéis de nata à la canelle ,Je voulais suivre cette recette mais quand met-on les oeufs et à quoi sert le jus de citron?,bresil,Facile,0.8
Quidim (flan coco brésilien),facile ;bon,bresil,Facile,0.94
Salade brésilienne,Les cœurs de palmiers ne sont pas dans la liste des ingrédients ,bresil,Facile,0.96
Salade brésilienne,Délicieux. J'ai remplacé les coeurs de palmiers par des coeurs d'artichauts et ajouté un peu de poivre d'Espelette.,bresil,Facile,0.96
Salade brésilienne,Délicieux !,bresil,Facile,0.96
Salade brésilienne,Miam miam !,bresil,Facile,0.96
Soupe au poulet et riz à la brésilienne,"Pas très précise, la recette : les quantités données en tasse (quelle taille ?) et en cuiller à thé...En plus dans l'énoncé l'auteur a écrit de faire revenir dans le ""beurs""... elle ne regarde même pas  sur le paquet comment s'écrit le ""beurre"". Je n'essayerai même pas la recette.",bresil,Facile,1.8
Soupe de crevettes (Bobo de Camarão),"Délicieux! Je n'avais ni lait de coco ni purée de tapioc, mais je les ai remplacés par de la crème fraiche et des flocons de pomme de terre.
J'ai rajouté de l'ail et du curry en poudre.",bresil,Facile,4.5
Cazuela de chancho,Ce plat peut se faire aussi avec du boeuf. On peut remplacer également la farine de maïs par du riz.,chili,Facile,2.98
Ceviche de poisson,http://www.lepointsurlatable.fr/le-blog-de-celia/les-pieds-dans-le-plat/preparer-du-poisson-cru-en-toute-securite.html,chili,Facile,2.88
Empanadas facile,"Cette recette est EXCELLENTE.  Je garde la recette , mais attention , les quantités sont très généreuses . On a fini la farce façon bolognaise et c'était toujours aussi bon. A refaire",chili,Facile,2.5
Langostinos marinados asados  ,Que pourrait-on mettre comme accompagnement?,chili,Facile,3.85
Langostinos marinados asados  ,"Bonsoir Samar, Du riz irait très bien tout simplement. D'instinct, je pense qu'avec une pointe de sauce de tomates fraiches (5) revenues dans de l'huile à feu foux trois bons quart d'heure. Ajoutez une demi cuillère à café d'épices (les 4 épices de Ducros feront l'affaire). Je n'y mettrais pas ma main à couper mais si vous essayez, vous me direz si c'était bon.",chili,Facile,3.85
Langostinos marinados asados  ,Avant d'essayer cette recette (miam!) je souhaite savoir si on doit utiliser des petits piments forts ou s'il s'agit de piments doux ?,chili,Facile,3.85
Langostinos marinados asados  ,"L'huile d'olive à la vanille se marrie très bien avec fruits de mer et poissons. Mais dernièrement, je l'ai remplacée par de l'huile de sésame et je trouve ca exquis !",chili,Facile,3.85
Sopapillas (beignets mexicains),"Très bonne recette, j'ai rajouté du sucre simplement, attention à ne pas trop saler par contre !!!
Après une repas Mexicain dessert léger et dans la continuité des Faritas !!! 

Simple et difficile de trouver moins cher !!!",chili,Facile,0.54
Sopapillas (beignets mexicains),J ai pas encore fait ,chili,Facile,0.54
Ají de gallina ,Faire bouillit le poulet 40 mn ? C’est pas un peu excessif ,perou,Intermédiaire,2.75
Alfajores argentins,"Muchas gracias por la receta, Sylvie de Uruguay.",perou,Facile,0.73
Ceviche de poisson,http://www.lepointsurlatable.fr/le-blog-de-celia/les-pieds-dans-le-plat/preparer-du-poisson-cru-en-toute-securite.html,perou,Facile,2.88
Ceviche péruvien de la côte nord du Pérou,"Cette recette a été enrichie pour qu’elle corresponde à vos attentes! Il ne vous reste plus qu’à la cuisiner, la déguster sans oublier de la commenter et nous faire votre retour! Merci de la part de toute l’équipe CuisineAZ!",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,Hmmm ce plat est tellement frais  que ça me fait rêver! J'adore! J'ai hâte de la tester.,perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"Pour épater mes convives, j'ai servi le ceviche péruvien sur un lit de feuilles de laitue et j'ai accompagné le tout de patates douces comme suggéré! Un plat ensoleillé qui rappelle l'été! Vraiment appétissant ce plat!",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,Je suis tombée sur cette recette et je me suis tout de suite dirigée chez mon poissonnier! Ma préparation est au frigo et j'attends le moment pour la déguster. J'ai trop hâte!,perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,J'ai rajouté des olives noires à ma préparation de ceviche péruvien. Une belle façon pour moi de me faire plaisir et varier ce plat.,perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"Ma soeur recherchait une recette pour faire plaisir à son époux, qui adore le poisson. Elle a suivi cette recette et son époux était aux anges! je pense l'essayer très prochainement en espérant que j'aurais autant de succès!",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,Ce plat me semble très équilibré et facile à faire. Mes parents viendront me rendre visite ce week-end et je pense pouvoir les épater avec cette recette !,perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"J'ai suivi la recette et j'ai rajouté des coquilles saint-jacques j'ai enfin laissé le tout mariner pendant 30 min, et j'ai accompagné le tout d'une salade verte.",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,J'ai rajouté un filet d'huile d'olive au moment de la dégustation pour relever le côté Amérique-latine de ce plat.C'était un vrai régal!,perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"Mon époux a voulu me faire plaisir car il sait que j'aime le poisson. Avec cette recette, il a réussi son coup. J'ai été conquise!",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"Pour ce plat, j'ai laissé mariner mon poisson pour 45 minutes .Le résultat était étonnant.J'ai bien aimé ce plat.",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,Bon et frais j ajouterais du zeste de citron et un peu de gingembre frais ,perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"J'adore le poisson cru, de temps en temps je fais des Ceviche mais j'y ajoute du lait de coco je trouve que ça donne un petit goût génial au poisson. J'y ajoute aussi les zestes du citron vert râpés très fins pour donner encore plus de peps à mon plat.",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"Un plat simple, frais et tres léger.",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"Avec du saumon ou des crevettes, cela fonctionne aussi très bien ! Frais et léger !",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"A testerA force d'en entendre parler, va falloir que je goûte donc la faire ",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"Je ne connaissais pas cette recette, je vais la réaliser sans attendre !",perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,je ne connaissais pas du tout cette recette mais elle m'a lait excellente ,perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,Un plat que je découvre et qui donne envie,perou,Intermédiaire,2.5
Ceviche péruvien de la côte nord du Pérou,"En effet, il n'y a pas de la salade mais on met une grande feuille de laitue sur le plat avant d'y verser le ceviche, un morceau d'épi de maïs et un morceau de patate douce. Seul le début de la feuille est sur le plat, le reste dépassé et donne une note de couleur. Vert, blanc, jaune, rouge. La cuisine péruviene n'est pas seulement délicieuse mais aussi très belle. Le piment qu'on utilise est auriverde, on ne le trouve pas en France (peut-être au Picaflor?) Oui, je suis du Pérou. J'ai de la chance!",perou,Intermédiaire,2.5
Crème péruvienne,"La recette est très réussi mais ma mère m'a dit qu'il manquait une petite chose . C'était de battre le blanc d'oeufs en neige et les rajouter à la crème sans les casser ! Vous verrez c'est délicieusement plus bon avec le blanc d'oeuf !
Au revoir et Merci.",perou,Facile,1.64
Empanadas facile,"Cette recette est EXCELLENTE.  Je garde la recette , mais attention , les quantités sont très généreuses . On a fini la farce façon bolognaise et c'était toujours aussi bon. A refaire",perou,Facile,2.5
Lomo Saltado (steak péruvien),"Au Pérou, il faut aussi ajouter une portion de frites à ce plat car ils mangent toujours le lomo saltado avec deux féculents.  Ils ne mettent pas du fond de veau mais une sorte de sauce soja à la place.  Parfois ils remplacent les tomates par des lanières de poivrons, ce qui est très bon aussi.  En tout cas, c'est un plat délicieux, le meilleur du Pérou selon moi!",perou,Facile,3.8
Pisco Sour,"Aux Galeries Lafayette, c'est au moins 30 € les 70 cl (à noter qu’à Santiago du Chili le LITRE d’Alto del Carmen est à 3 800 pesos soit ~6,30 € !!)Ma recette, du Pisco-sour, après plusieurs tests : 
-	2 volumes de Pisco 35°
-	1,5 volume de jus de citron
-	0,75 volume de sirop de sucre de canne
-	0,75 volume de glace pilée (mesurer l’eau avant de faire les glaçons)
-	Une pincée (par nombre de personne) de sucre cristal à mélanger au blanc d’œuf

Je prends comme valeur d’un volume : 2,5 cl, ce qui nous donne 12,5 cl par personne.
Faire le mélange des volumes de Pisco, jus de citron et sirop de sucre.
Passer le blanc d’œuf avec le sucre cristal au mixer (attention, ça mousse vite et un blanc d’œuf suffit largement pour 15 personnes, donc pour 3 ou 4 personnes, ne mettre qu’une partie du blanc d’œuf).
Mettre une partie du mélange Pisco, citron … dans le mixer qui a déjà mixé le blanc d’œuf ; mixer le tout et en verser les deux tiers dans un broc, puis refaire l’opération avec une autre partie du mélange Pisco, citron …
Avant de faire le dernier mixage, mettre les glaçons dans le mixer pour les broyer.
Faire le dernier mixage du mélange Pisco, citron …pour récupérer le maximum de la glace broyée et le reste du blanc d’œuf.
Votre Pisco-sour est prêt. Versez le dans les verres en plusieurs fois pour bien équilibrer le rendu avec la mousse.
Ce Pisco-sour doit titrer ~13°, ce qui est suffisant et à boire avec modération.
",perou,Facile,1.5
Pisco Sour,"Cocktail commun a beaucoup de pays d'amerique du sud. Le top c'est de le faire au mixer, ça pile la glace et on a une mousse plus onctueuse. Et c'est l'oeuf qu'il ne faut pas oublier, c'est lui qui fait la mousse et non la glace ^^",perou,Facile,1.5
Pisco Sour,"mettez du sirop de sucre de canne et un peu de sucre en poudre, n'oubliez pas les glaçons, sinon ça ne mousse pas! agitez jusqu'a la fonte complète. L'angustura  peut être remplaçée par de la cannelle en poudre. Allez au magasin inti peru, vous serez très bien accueillis, les prix sont très raisonnables",perou,Facile,1.5
Pisco Sour,"Le pisco, on peut l'acheter dans le magasin Inti Pérou:http://www.intiperu.com/",perou,Facile,1.5
Pisco Sour,"",perou,Facile,1.5
Pisco Sour,Remplacer le sucre par du sucre de canne : C'est délicieux !,perou,Facile,1.5
Pisco Sour,"Ok pour le pisco sour, mais où acheter du pisco ?",perou,Facile,1.5
Pisco Sour,Où trouver du pisco en France ?,perou,Facile,1.5
Salsa à la Huancaina,"Définitivement ça c'est pas la vraie recette de la Salsa à la Huancaina. Il faut spécifié que c'est la sauce de piment jaune avec le fromage, le sel et le lait qui se mélangent sur un mixer et la laitue, les oeufs, les olives et les pommes de terre en accompagnement.",perou,Facile,1.37
Salsa à la Huancaina,Qu'appelle-t-on du lait évaporé ?,perou,Facile,1.37
Salsa à la Huancaina,"J'adore la papa à la huancaina. J'ajouterai quelques gouttes de jus de citron après avoir  mixer les ingrédients. A la place de l'ail je mets la moitié d'un oignon revenu (à l'huile) et je décore avec les oeufs durs, laitue (on ne les mixe pas) et olives noires. Et,  bon appétit!",perou,Facile,1.37
Salsa à la Huancaina,"Avant de publier les recettes il faut bien  s'informer,  je suis Péruvienne et les pommes de terre ne se mixent pas et la laitue non plus, la laitue c'est pour la décoration, le fromage peut être de la brebis, le lait peut être concentré non sucré, on est pas  pas obligé de mettre autant d'huile.",perou,Facile,1.37
Salsa à la Huancaina,"Dans la recette traditionelle de papa à la huancaina il n'y a pas de moutarde ni d'ail.  Pour la présentation, on peut mettre sur les patates, la moitié ou le quart d'un œuf dur et une olive noire.",perou,Facile,1.37
Salsa à la Huancaina,"Pour en avoir mangé au Pérou, c'est excellent. On peut remplacer le fromage de chèvre par de la crème épaisse ou du fromage blanc.Cette sauce sert à napper les pommes de terre (qui ne sont pas écrasées dans la sauce) à l'eau et également les oeufs durs.",perou,Facile,1.37
Salsa à la Huancaina,"Il est conseillé d'ajouter au mixage des crackers (Tuc soufflés) afin de se rapprocher au plus du goût original de la salsa à la Huancaina.  Les Péruviens, eux, ajoutent  des ""galletas de soda"", mais ça ne se trouve pas en France.",perou,Facile,1.37
Salsa à la Huancaina,Les pommes de terre ne se mixent pas. Le reste d'ingrédients sont mixés. Couvrez les pommes de terre cuites avec la sauce et décorez avec la laitue.,perou,Facile,1.37
Arepa,"À chier, liquide.",venezuela,Facile,0.72
Arepa,"J'ai fait cette recette qui n'a pas du tout fonctionné. Avec deux tasses de liquide, la pâte est beaucoup trop liquide. Après avoir regardé de nombreuses recettes, le lait est de trop et il y a également beaucoup trop de beurre. 50 grammes suffisent. ",venezuela,Facile,0.72
Arepa,"Bonjourje voulais savoir à peu près la valeur d'une tasse de farine en gramme
Merci par avance",venezuela,Facile,0.72
Arepas et gambas au chipotle,"Je vis au Vénézuela depuis 20 ans et j'en ai fais des repas. Normalement on ne met pas de sucre dans les repas salé. Par contre, on y met du sel, un peu d huile dans la pâte. On peut remplacer l'eau par un bouillon de poulet. 
Voilà pour certains détail. Ps : dans sélectionnez un pays, il n'y a pas le vénézuela.",venezuela,Facile,1.56
Chili con carne épicé à la vénézuélienne,"Pour moi, la meilleure recette de chili ! Merci CuisineAZ !",venezuela,Facile,2.43
Chili con carne épicé à la vénézuélienne,"Je me suis mise à la cuisine il y a un an et vraiment, cette recette est simple, un peu longue peut-être, mais ça vaut la peine ! Résultat top ! J'ai cuisiné mon plat la veille. Je recommande car délicieux et chili qui sort de l'ordinaire : le vrai peut-être ? Celui qui nous ravit en tous cas. Merci Cuisine AZ.",venezuela,Facile,2.43
Empanadas de carne,"Las enpanadas no se hacen con harina de maiz.....no tenemos harina de maiz en Argentina,   este harina vienne de Mexico Anna Maria",venezuela,Facile,1.81
Empanadas de carne,Recette semblable au Bourek algérien !,venezuela,Facile,1.81
Empanadas de carne,"Très bon, j'adore !",venezuela,Facile,1.81
Empanadas de carne,"Cette recette est très bonne, mais moi j'ai aissayé le poulet à la place du boeuf et j'ai aussi rajouté du curry dans la recette. C'est très bon. Quand je recois des amis je fais ce plat et ils aiment beaucoup. ",venezuela,Facile,1.81
Purée de céleri,Vos avis de gourmands et de passionnés de cuisine sont indispensables pour que nos recettes plaisent! Merci pour tous ces commentaires qui ont permis à l’équipe de CuisineAZ de les améliorer!,venezuela,Facile,0.85
Purée de céleri,"Comme je n'avais ni aneth ni menthe à la maison, j'ai donc mis de la ciboulette juste avant de servir.",venezuela,Facile,0.85
Purée de céleri,C'était à la fois légère et onctueuse. Pour les enfants j'ai juste ajouté un peu plus de fromage râpé.,venezuela,Facile,0.85
Purée de céleri,"Ma fille n'aime pas du tout le persil, j'ai donc mis de la coriandre ciselée à la place.",venezuela,Facile,0.85
Purée de céleri,Servit en accompagnement avec de la viande grillée et finir le tout avec un bon vin blanc.,venezuela,Facile,0.85
Purée de céleri,"C'est la première fois que je vais tester une purée avec des blancs d’œufs, comme tous les commentaires sont favorables, je pense que ce sera très bon!",venezuela,Facile,0.85
Purée de céleri,C'est la petite recette idéale pour un régime! On a l'impression de manger quelque chose de très calorique et riche alors que ce n'est pas le cas.,venezuela,Facile,0.85
Purée de céleri,"Au début j'avais peur que la purée ait un goût de blanc d'oeuf crû, mais ce n'était pas le cas, c'était au contraire vraiment appétissant. À refaire et vite!",venezuela,Facile,0.85
Purée de céleri,Ma grand-mère faisait souvent cette recette pour accompagner un bon rôti de boeuf. Cette recette me fait penser à elle. Je vais le faire pour ce dimanche.,venezuela,Facile,0.85
Purée de céleri,"Pour que ça soit un peu plus gourmand et pour faire plaisir à mon mari, j'ai rajouté un peu de crème liquide.",venezuela,Facile,0.85
Purée de céleri,"Petite recette bien sympathique, surtout pour les végétariens comme moi. Mais franchement je l'ai fait à la maison et tout le monde en a mangé tellement c'était bon.",venezuela,Facile,0.85
Purée de céleri,"Recette facile qui ne prend pas beaucoup de temps. Mais ce qui est encore meilleur avec la recette c'est que c'est vraiment diététique, comme je dois faire attention à ma ligne, c'est parfait.",venezuela,Facile,0.85
Purée de céleri,Jamais tenté avec du blanc d'oeuf. A tester  avec un peu de thym pourquoi pas ,venezuela,Facile,0.85
Purée de céleri,Originale une purée au blanc d'oeuf,venezuela,Facile,0.85
Purée de céleri,"Jamais fait de purée avec du blanc d'oeuf.Pour certains légumes avec un goût prononcé, je cuits moitié eau - moitié lait pour l'atténuer.",venezuela,Facile,0.85
Purée de céleri,Sympathique cette recette de purée avec du blanc d'œuf... @tester !,venezuela,Facile,0.85
Purée de céleri,"Super recette, c'est la première fois que je cuisine le celeri de cette façon et cela a été une réussite toute la famille a apprécié , léger et fondant à refaire absolument ",venezuela,Facile,0.85
Purée de céleri,à quoi servent les blancs d'oeufs dans cette recette   ne peut-on s'en passer ?,venezuela,Facile,0.85
Purée de céleri,Dans la rubrique Diététique sont-ce les blancs d'oeufs qui se sont transformés en blanc de poulet ,venezuela,Facile,0.85
Purée de céleri,Blanc d'oeuf ou blanc de poulet dans les commentaires ?,venezuela,Facile,0.85
Beignets africains,"J'ai voulu tester cette recette car elle est différente de celle que je fais habituellement.  Je suis déçue, elle n'est pas bonne du tout. Le goût se rapproche plus du pain que des beignets. Passez votre chemin.",africaines,Facile,0.41
Choux sauté au boeuf ,"hummm delicieux, j'ai mis un fond de veau accompagné de riz",africaines,Intermédiaire,1.83
Choux sauté au boeuf ,je pense que le fait de mettre le sel sur les choux fait changer de couleur et d'aspect à ces derniers.je propose de faire frire dierctement le coux dans de l'huile et de tourner regulierement jusqu'à ce que le choux perdent leurs eaix,africaines,Intermédiaire,1.83
Choux sauté au boeuf ,Pour une fois qu'une recette est exacte je vous félicite. Parler d'autres recettes comme le nbongo'o chobi ou les pommes sautées.,africaines,Intermédiaire,1.83
Choux sauté au boeuf ,"Je pense qu'il ne prcise pas de quel poivre il s'agit.  En plus, un peu plus d'oignon et d'ail fera l'affaire .
  Le choux ne doit pas cuire  fond et le complment est facultatif.",africaines,Intermédiaire,1.83
Choux sauté au boeuf ,"Je dis que plus de tomates et plus d'oignons donneront plus de saveur, et en faisant bouillir les choux dcoups dans de l'eau sale, cela donnera un got agrable.",africaines,Intermédiaire,1.83
Couscous Méchoui Sénégalais,je ne vois pas les bouillons cube dans la liste des ingrédients. Combien en faut-il? bouillon de volaille ou de ?,africaines,Intermédiaire,4.5
Foutou à la banane plantain et au manioc de Côte d'ivoire,Le foutou ne se sert pas en apéritif c’est un plat principal donc plat de résistance ,africaines,Facile,0.65
Jus de gingembre,BonjourFaut il filtrer le mélange après l'avoir mixer ?,africaines,Facile,0.94
Kaldou,"Merci à Ramatoulaye ! Elle a bien préparé. Moi, j'adore ce plat. Rien qu'en y pensant, ça me donne des creux au ventre tellement c'est bien assaisonné. Il n'y a pas beaucoup d'huile et puis c'est facile à faire. 
Merci à vous aussi, cuisineaz. Moi, j'adore manger de bon plat et grâce à vous je suis bien gâtée.
D'ailleurs, je suis déjà abonnée. Bonne continuation et beaucoup de succès !",africaines,Facile,2.9
Kaldou,"MERCIA RAMATOULAYE ELLE A BIEN PREPARE MOI J ADORE CE PLAT RIEN QU EN Y PENSANT CA ME DONNE DES CREUX AU VENTRE TELLEMENT C BIEN ASSAISONNERYA PAS BEAUCOUP D HUILE ET PUIS C FACILE A FAIRE
MERCI A VOUS AUSSI CUISINEAZ MOI J ADORE MANGER DE BON PLAT ET GRACE A VOUS JE SUIS BIEN GATEE D AILLEURS JE SUIS DEJA ABONNEE.
BONNE CONTINUATION ET BEAUCOUP DE SUCCES",africaines,Facile,2.9
Mafé,2 kg de riz pour 6 personnes  !  !  !Ce sont des hippopotames vos invités  !  ?,africaines,Intermédiaire,4.35
Mafé,irréalisable puisqu'on ne trouve pas les épices .....POURQUOI mettre cette recette ...quand au riz 2 kg ÉNORME pour 6 pers....DOMMMAGE,africaines,Intermédiaire,4.35
Mafé,C'est beaucoup de riz pour 6 personnes!!!!!,africaines,Intermédiaire,4.35
Mafé,le nététou c'est le nom en Wolof du soumbala malien et d'afrique de l'Ouest!,africaines,Intermédiaire,4.35
Mafé,"Ne sachant à quel moment mettre le poisson, je l'ai mis en même temps que les légumes. En revanche, ne trouvant pas les épices spécifiques que l'on trouve sans doute à Paris mais pas à la campagne, j'ai fait avec des épices créoles que l'on m'a offertes.",africaines,Intermédiaire,4.35
Mafé,"A mon avis, le poisson était encore vivant et est reparti à la mer!",africaines,Intermédiaire,4.35
Mafé,"Remarque très pertinente, l’auteur de la recette ne se relit même pas et ne se donne même pas la peine de répondre aux commentaires et encore moins de corriger sa recette !!


",africaines,Intermédiaire,4.35
Mafé,Bonjour je voudrais du mafé,africaines,Intermédiaire,4.35
mafé au beurre de cacahuète,excellent je vais le faire :))),africaines,Facile,2.75
mafé au beurre de cacahuète,Un mafé avec des herbes de Provence ; ce n'est pas très typique de la cuisine africaine  !  !  !,africaines,Facile,2.75
Mafé de poulet de Maimouna,"Simple et efficace ! Mon plat préféré, merci pour cette recette !",africaines,Facile,3.9
Mafé de poulet de Maimouna,Mille mercis  cette recette m'a enfin rendu capable de préparer aussi savoureusement que la mère  je vais pouvoir l'inviter en toute fierté !,africaines,Facile,3.9
Mafé de poulet de Maimouna,"Impeccable pour choper, en 1h votre copine sera nue dans votre lit. A bientôt.",africaines,Facile,3.9
Mafé de poulet de Maimouna,Dans le vrai mafé on met du gombo.,africaines,Facile,3.9
Mafé de poulet de Maimouna,"Très bon, effectivement ça ne parait pas trés leger mais il faut se faire plaisir !",africaines,Facile,3.9
Moambe (Congo),Cela me semble correct au niveau des ingrédients ! Il FAUT absolument de la SAKA-SAKA et les fruits FRAIS ... outre la Noix de Coco râpée ...,africaines,Facile,3.5
Moambe (Congo),"Le saka-saka est vraiment facultatif (il s'agit de 2 plats distincts, mais qui peuvent se manger ensemble). La recette est OK, ne pas oublier 1 ou 2 cubes Or ou Maggi et laisser mijoter la sauce. Servir avec du riz, bananes plantains frites, arachides grillées et concassées et noix de coco râpée. Je le prépare régulièrement, ayant vécu + de 40 ans à Brazzaville (Congo français)",africaines,Facile,3.5
Moambe (Congo),"cette recette me semble trop aprpêtée..j'ai la recette de ma mère..10 ansde congo dans la brousse..moi je cuis directement mes cuisses de poulet dans le contenu de la boite de moambe (achétée dans des mag.spécialis.je mets pas trop d'eau car ej préfère plus épais..des piments africains..sel poivre..50 min de cuisson...je goûte ,améiore..après j'enlève le surplus d'huile..sauce 90% pulpe palmier,je sers avec skaka-saka..et riz ou et racine de manioc...j'en fait ce samedi..hummm",africaines,Facile,3.5
Moambe (Congo),"@Dominique:Tout à fait d'accord avec vous.
J'ai passé toute mon enfance dans la brousse et je n'ai jamais vu cela !
C'est peut-être une recette de moambe congo français, mais rien à voir avec la recette du Congo-Zaïre, qui est plus proche de ce que vous décrivez.. ;-)",africaines,Facile,3.5
Moambe (Congo),La sauce de la moambe est-elle censée être épaisse ou liquide ?,africaines,Facile,3.5
Moambe (Congo),"J'ai vécu plusieurs années au Zaïre à l'époque.  Personnellement, je fais cuire le sakasaka dans l'eau à petit feu jusqu'à ce qu'il devienne tendre.  (Juste couvrir à hauteur et surveiller qu'il y ait assez d'eau.).  Ensuite, je rajoute de la moambe de la casserole où j'ai fait cuire les cuisses.  Assaisonner.   Pour le reste, je fais comme l’énoncé de la recette.  A préparer la veille, et éventuellement congeler les restes.  Hummm ! :) ",africaines,Facile,3.5
Moambe (Congo),"Pas trop liquide, ni trop épaisse...en fait , selon le goût de chacun. Mais les morceaux de poulet doivent bien mijoter dans la sauce à la mouambe, au moins 30 à 45 minutes. Vraiment meilleur préparé la veille....",africaines,Facile,3.5
Ndole de boeuf au miondo,"C est quel genre de Ndolé ici? Poireaux,  ails,  tomates..?  Cuire les miondos 30 a 40 min?  A mon avis vous êtes tout sauf Camerounaise!  Votre recette est nullisime.  ",africaines,Facile,3.5
Ndole de boeuf au miondo, ma soeur tn ndole la   c du jamai vu poireau tomate non revoi bien ta recette si t vrmt camerounaise mai situ ne les pa c pa grave,africaines,Facile,3.5
Ndole de boeuf au miondo,"Je n'es jamais vu ni entendu que l,ont met de la tomate et du poireau dans le ndole!!",africaines,Facile,3.5
Ndole de boeuf au miondo,Depuis quand ont met le poireau et la tomate dans le ndole?,africaines,Facile,3.5
Ndole de boeuf au miondo,"C'est quoi cette recette de ndolè? Pas de poireau, ni de tomate, ni d'ail. Arachide, oignon et écrevisses suffisent. Si on est allergique aux écrevisses, on peut s'en passer. Par contre bien cuire les arachides sinon gare à la diarrhée.  JEANNIE- PARIS 19ème. FRANCE",africaines,Facile,3.5
Ndole de boeuf au miondo,"Poireau et tomate dans le ndol&#232;, NON !!! Les &#233;crevisses ne sont pas n&#233;cessaires m&#234;me si &#231;a donne du go&#251;t, il y a des gens qui sont allergiques (j'avoue que c'est meilleur aves. La sauce d'arachides se pr&#233;pare nature, et il faut vraiment mettre peu d'ail si on veut vraiment en mettre.D'autre part, 1/4 d'heure suffisent &#231; cuire des miondos !",africaines,Facile,3.5
Ndole de boeuf au miondo,"30 à 40 mn pour cuire des miondos? N'importe quoi. Des poireaux, de l'huile d'olive, les arachides APRES la viande? Cette recette est tout simplement COMIQUE.",africaines,Facile,3.5
Ndole de boeuf au miondo,"30 &#224; 40 mn pour cuire des miondos? N'importe quoi. Des poireaux, de l'huile d'olive, les arachides APRES la viande? Cette recette est tout simplement COMIQUE.",africaines,Facile,3.5
Ndole de boeuf au miondo,"Poireau et tomate dans le ndolè, NON !!! Les écrevisses ne sont pas nécessaires même si ça donne du goût, il y a des gens qui sont allergiques (j'avoue que c'est meilleur aves. La sauce d'arachide se prépare nature, et il faut vraiment mettre peu d'ail si on veut vraiment en mettre.D'autre part, 1/4 d'heure suffisent à cuire des miondos !",africaines,Facile,3.5
Ndole de boeuf au miondo,"un bon ndolè n'a pas de poireau,ni de tomate . Juste l'arachide, les feuilles de ndolè, le cube, sel les oignons l'huile de palme blanchie bien sur !!!!",africaines,Facile,3.5
Ndole de boeuf au miondo,"Le Ndolè ne se cuisine pas avec le poireau. Le Ndolè traditonnel, c'est les feuilles de ndolè, l'oignon, les écrevisses encore appelé (dibanga), l'arachide, huile de palme ou huile d'arachide ou maintenant huile de tournessol, cube or, sel. 
Pour plus d'assaisonnement, vous pouvez ajouter 2 gousses d'ail et une petite tomate (facultatif). Surtout pas de poireau !",africaines,Facile,3.5
Ndole de boeuf au miondo,Je vais essayer !,africaines,Facile,3.5
Ndole de boeuf au miondo,"Si vous ne savez pas prparer du Ndole, ne vous y engagez pas. Ne faites pas honte  cette recette. Un Ndole sans mandjanga ressemble  quoi ?
Le poireau et la tomate viennent chercher quoi l-dedans et l'huile d'olive ?
Es-tu sre que Epaquets de Ndole pour 2 verres d'arachide est vraiment suffisant ? 
Un conseil, pour celles qui feront cette recette, pas de tomate parce que cela rendra votre Ndole aigre. 
Vous savez, le Ndole est encore meilleur lorsqu'il passe la nuit. 
Revoie encore ta recette ma soeur ou demande-moi conseil. 
Lorsque tu pratiqueras ce que je vais te donner, tu me remercieras. A plus et sans rancune.",africaines,Facile,3.5
Ndole de boeuf au miondo,Je ne vois pas l'utilité de l'ail dans le ndolè. Vous avez oublié de parler du mandjanga qui est vraiment nécessaire lui en revanche !,africaines,Facile,3.5
Ndole de boeuf au miondo,"Normalement, on ne met pas de poireau dans le ndolè.",africaines,Facile,3.5
