"nom","niveau","comment","pays","comment_en"
"Couscous au poisson, spécialité juive de Tunisie","Intermédiaire","
        Je trouve ça très bon et ça change du couscous à la viande, bravo !
    ","tunisie","I find it very good and it’s a change from couscous to meat, well done!"
"Couscous au poisson, spécialité juive de Tunisie","Intermédiaire","
        Ce n'est pas bon.

    ","tunisie","It's not good."
"Couscous et sa sauce","Facile","
        C'est très bon 
    ","tunisie","It's very good"
"Couscous et sa sauce","Facile","
        Je remarque beaucoup de critiques sur le couscous, mais pourquoi ne donnez-vous pas une recette alors ?
    ","tunisie","I notice a lot of criticism about couscous, but why don't you give a recipe then?"
"Couscous et sa sauce","Facile","
        Moyenne...
    ","tunisie","Average..."
"Couscous et sa sauce","Facile","
        Hmmm !!! Que ça à l'air d'être bon !!
    ","tunisie","Hmmm!!! That looks good!!"
"Couscous et sa sauce","Facile","
        Très bon mais un peu long. J'ai une méthode beaucoup plus rapide avec le Tupperwaere et c'est aussi bon :
Mettez les légumes, couvrez de coulis de tomate et de la même qantité d'eau. Précuisez la viande à part avec les épices et ajoutez la viande aux légumes, puis faites cuire pendant 1 heure environ.
    ","tunisie","Very good but a little long. I have a much quicker method with Tupperwaere and it's just as good: Add the vegetables, cover with tomato coulis and the same amount of water. Pre-cook the meat separately with the spices and add the meat to the vegetables, then cook for around 1 hour."
"Couscous et sa sauce","Facile","
        Bien !
    ","tunisie","GOOD !"
"Couscous et sa sauce","Facile","
        Le couscous est trés délicieux, on dit pas le contraire, mais il y a un petit détail, on ne met pas de merguez, on fait la sauce avec la viande d'agneau, du poulet et les légumes et non avec des raisins secs (on les mets avec un autre couscous qui s'appele messfoufe) , et pour la présentation on met le couscous dans un plat creux puis on met sur le couscous les morceaux de viande et on garnit avec les légumes, ensuite on met la sauce sur tout le plat, c'est vraiment trés appétissant.
    ","tunisie","The couscous is very delicious, we wouldn't say otherwise, but there is a small detail, we don't use merguez, we make the sauce with lamb, chicken and vegetables and not with raisins ( we put them with another couscous which is called messfoufe), and for the presentation we put the couscous in a hollow dish then we put the pieces of meat on the couscous and we garnish with the vegetables, then we put the sauce on everything The dish is really very appetizing."
"Couscous et sa sauce","Facile","
        Pour réussir un bon couscous, pour la sauce il faut de la viande d'agneau ou du poulet, des oignons, de la tomate, des pois chiches, des carottes, des navets et des courgettes avec bien sûr les épices, le sel et le poivre noir et un bâton de cannelle, sans oublier bien sûr de l'huile.
Pour le couscous, il faut du beurre et des raisins secs, sans les autres tralala.
Je vous invite si vous voulez à prendre le vrai et le bon couscous que vous n'oubliez jamais. 
    ","tunisie","To make a good couscous, for the sauce you need lamb or chicken, onions, tomatoes, chickpeas, carrots, turnips and zucchini with of course spices, salt and black pepper and a stick of cinnamon, without forgetting oil of course. For couscous, you need butter and raisins, without the other stuff. I invite you if you want to have the real and good couscous that you never forget."
"Couscous et sa sauce","Facile","
        Il y a trop d'ingrédients et de complications c'est une recette pour pro...
    ","tunisie","There are too many ingredients and complications, it's a recipe for pro..."
"Couscous et sa sauce","Facile","
        Les potirons peuvent être ajoutés dans un couscous.
Il existe différents types de Couscous, les marocains ajoutent les merguez, pas les algériens, les tunisiens le font même avec du poisson parfois. Cela dit pour la menthe c'est vrai il n'y a pas de menthe normalement.
Le raisin sec peut-être ajouté mais pas toujours et c'est souvent lorsqu'il y a pas de sauce, c'est ce qu'on appelle la ""séfa"": couscous sans sauce avec du raisin et du sucre et en accompagnement un bon verre de lait ou de lait caillé.
    ","tunisie","Pumpkins can be added to couscous. There are different types of Couscous, the Moroccans add merguez, the Algerians do not, the Tunisians even do it with fish sometimes. That said for mint it's true there is no mint normally. Raisins can be added but not always and it is often when there is no sauce, this is what we call ""séfa"": couscous without sauce with grapes and sugar and as an accompaniment a good glass of milk or curd."
"Couscous et sa sauce","Facile","
        Je suis désolée, mais jamais de menthe dans le couscous. Et comme viande encore moins de la joue de boeuf. N'inporte quoi ! Il faut du mouton, du poulet et des merguez. Et bien sûr tous les légumes (jamais de potiron sacrilège).
    ","tunisie","I'm sorry, but never mint in couscous. And as meat even less beef cheek. No matter what! You need mutton, chicken and merguez. And of course all vegetables (never sacrilegious pumpkin)."
"Couscous et sa sauce","Facile","
        Dans un vrai couscous, on ne met pas de menthe, ni de raisins. Ca c'est le couscous au légumes mais il y un autre couscous dans lequel on ne met que l'oignon et les raisins secs je parle du couscous marocain.
    ","tunisie","In a real couscous, we do not put mint or grapes. This is vegetable couscous but there is another couscous in which we only put onion and raisins, I am talking about Moroccan couscous."
"Couscous et sa sauce","Facile","
        Je confirme la remarque de Sara. Pas de menthe dans un couscous. Le raisin sec  agrémente plutôt le couscous au poisson auquel on ajoute d'ailleurs du coing.
    ","tunisie","I confirm Sara's remark. No mint in couscous. Raisins tend to enhance fish couscous to which quince is also added."
"Couscous et sa sauce","Facile","
        Un vrai couscous ne contient jamais de la menthe, je suis une connaisseuse en la matière. Merci.
    ","tunisie","Real couscous never contains mint, I am an expert on the subject. THANKS."
"Couscous et sa sauce","Facile","
        Pourquoi mettre du collier de mouton il n'y que des os et pas de viande il est préférable de mettre un morceau d'épaule ou alors de la joue de boeuf.
    ","tunisie","Why use mutton collar, there are only bones and no meat, it is better to use a piece of shoulder or beef cheek."
"Couscous et sa sauce","Facile","
        On ne met jamais de menthe dans le couscous et l'harissa c'est chacun dans son assiette si il le veut.
    ","tunisie","We never put mint in couscous and harissa is for everyone on their own plate if they want it."
"Couscous et sa sauce","Facile","
        Qui a dit que la menthe est mise dans un couscous  Je vois que cette recette est un peu bizzare pas Maghrebine du tout. Alors vivre le couscous du Maroc, sans oublier celui de l'Algerie quant à celui de la Tunisie, il différe un peu des autres pays par sa sauce trop piquante.
    ","tunisie","Who said that mint is put in couscous? I see that this recipe is a bit bizarre, not North African at all. So experience the couscous of Morocco, without forgetting that of Algeria as for that of Tunisia, it differs a little from other countries by its too spicy sauce."
"Couscous et sa sauce","Facile","
        C'est vrai que cette recette n'est pas trés authentique mais pourquoi ne pas changer notre façon de faire et innover, bien que j'adore les recettes traditionnelles de mon cher pays le Maroc.
    ","tunisie","It's true that this recipe is not very authentic but why not change our way of doing things and innovate, although I love the traditional recipes of my dear country Morocco."
"Couscous et sa sauce","Facile","
        Cette recette est un peu fabriquée, le couscous qu'il soit Algérien, Marocain ou tunisien, on ne mets pas de menthe ni de Harissa (cette dernière est ajoutée dans les assiettes). Le fait de mélanger les viandes ne peut que donner un meilleur goût.
Mais le couscous à l'origine, on mets soit du poulet (avec comme légumes : navet, oignon et pois chiches + cannelle et sans mettre de tomate. Ou de la viande de mouton avec les légumes : courgette, carotte, navet, ... et tomate)
Et en fait chacun peut s'approprier la recette et mettre ce qu'il veut.
    ","tunisie","This recipe is a bit manufactured, the couscous whether Algerian, Moroccan or Tunisian, we do not add mint or Harissa (the latter is added to the plates). Mixing meats together can only make them taste better. But the couscous originally, we put either chicken (with vegetables: turnip, onion and chickpeas + cinnamon and without adding tomato. Or mutton with vegetables: zucchini, carrot, turnip, etc. . and tomato) And in fact everyone can make the recipe their own and add whatever they want."
"Couscous et sa sauce","Facile","
        Ce n'est pas la vraie recette de couscous de chez nous en Algerie. On ne mets pas 2 viandes en même temps, soit on mets le poulet, soit du mouton. Et on ne mets pas de menthe dans le couscous ni de harissa...
    ","tunisie","This is not the real couscous recipe from back home in Algeria. We don't put 2 meats at the same time, we either put chicken or mutton. And we don't put mint in the couscous or harissa..."
"Couscous sans couscoussier","Intermédiaire","
        Un couscous au bœuf et à la citrouille, c'est du grand n'importe quoi
    ","tunisie","Beef and pumpkin couscous is rubbish"
"Couscous traditionnel aux légumes","Intermédiaire","
        Ben alors Jeannine, on en fait quoi des courgettes? ;p
    ","tunisie","Well, Jeannine, what do we do with zucchini? ;p"
"Couscous tunisien aux légumes","Facile","
        Dans la recette il est écrit ""navets"" et non betterave blanche !!!!!!!!!
    ","tunisie","In the recipe it says “turnips” and not white beets!!!!!!!!!"
"Couscous tunisien aux légumes","Facile","
        c'est un couscous marocain et non tunisien
et  il lui manque d'autres ingredients
en plus s est quoi betteraves blanches 
ce sont des navets  et nos pas betteraves
    ","tunisie","it is a Moroccan couscous and not Tunisian and it is missing other ingredients In addition, what are white beets? these are turnips and our not beets"
"Couscous tunisien aux légumes","Facile","
        Je ne connais pas avec les betteraves blanches mais je l'essaierai dimanche.
    ","tunisie","I'm not familiar with white beets but I'll try it on Sunday."
"Couscous tunisien aux légumes","Facile","
        Je ne connais pas avec les betteraves blanches. A essayer.... Pour ma part, je mets des fèves vertes mais à la fin car ça cuit vite contrairement aux autres qu'il faut faire tremper la veille avec les pois chiches. La recette a l'air bonne.
    ","tunisie","I don't know about white beets. To try.... For my part, I add green beans but at the end because they cook quickly unlike the others which must be soaked the day before with the chickpeas. The recipe looks good."
"Couscous tunisien facile","Facile","
        Pour vous remercier de tous vos commentaires sur cette recette, l’équipe CuisineAZ l’a amélioré en prenant compte de vos avis! Alors qu’en pensez-vous? Cette recette a plu à votre petite famille?
    ","tunisie","To thank you for all your comments on this recipe, the CuisineAZ team has improved it by taking your opinions into account! So, what do you think? Did your little family like this recipe?"
"Couscous tunisien facile","Facile","
        De préférence mettre les pois chiches à tremper depuis la veille. J'ajoute toujours un quartier de citron à côté du plat selon le goût et pour apporter un peu de fraicheur et qui se marie bien avec le persil.

    ","tunisie","Preferably soak the chickpeas the day before. I always add a wedge of lemon next to the dish according to taste and to bring a little freshness and which goes well with the parsley."
"Couscous tunisien facile","Facile","
        Plat convivial à partager en famille et avec les amis..Une petite précision, ne pas oublier de faire tremper les pois chiche toute une nuit pour qu'ils soient très moelleux après la cuisson.
    ","tunisie","A friendly dish to share with family and friends. A little clarification, don't forget to soak the chickpeas overnight so that they are very soft after cooking."
"Couscous tunisien facile","Facile","
        Un de mes plats favoris! Sans Poivron pour ma part!;-) 
    ","tunisie","One of my favorite dishes! Without pepper for my part! ;-)"
"Couscous tunisien facile","Facile","
        Un plat convivial et généreux, 
    ","tunisie","A friendly and generous dish,"
"Couscous tunisien facile","Facile","
        Voyage des papilles
    ","tunisie","Journey of the taste buds"
"Couscous tunisien facile","Facile","
        J'adore cette recette de couscous, c'est un plat qui fait plaisir aux amis !
    ","tunisie","I love this couscous recipe, it’s a dish that makes friends happy!"
"Couscous tunisien facile","Facile","
        Dépaysement garanti !
    ","tunisie","Change of scenery guaranteed!"
"Couscous tunisien facile","Facile","
        Bonjour, merci de votre vigilance. Nous avons modifié la recette qui correspond désormais à un couscous tunisien à la viande et aux légumes. A bientôt! Lauriane de CuisineAZ
    ","tunisie","Hello, thank you for your vigilance. We have modified the recipe which now corresponds to a Tunisian couscous with meat and vegetables. See you soon! Lauriane from CuisineAZ"
"Couscous tunisien facile","Facile","
        comment 20 mn de préparation pour un couscous ! Pas de courgette, aubergine, carottes, poireaux et de la tomate en boite............
45 mn de cuisson !!!! c 'est un plat qui mijote et plus il cuit meilleur il est !
    ","tunisie","how 20 minutes of preparation for couscous! No zucchini, eggplant, carrots, leeks and canned tomatoes............ 45 minutes of cooking!!!! It's a dish that simmers and the more it cooks the better it is!"
"Couscous tunisien facile","Facile","
        A mon avis il manque énormément d'ingrédients ou alors c'est un couscous nouveau
    ","tunisie","In my opinion there is a huge lack of ingredients or it is a new couscous"
"Couscous tunisien facile","Facile","
        ce Type de couscous on le fait surtout pour les grandes cérémonie juste de la viande pomme de terre pois chiche et raisin mais quand même c'est une délice.
    ","tunisie","This type of couscous is mainly made for big ceremonies, just meat, potatoes, chickpeas and grapes, but it's still a delight."
"Couscous tunisien facile","Facile","
        Et la viande, on l'a fait cuire comment ? 
    ","tunisie","And how was the meat cooked?"
"Kefta","Facile","
        On adore les Keftas !!
    ","tunisie","We love Keftas!!"
"Kesra Tunisie","Facile","
        La kesra est une galette algérienne ,faites des recherches ,vous saurez 
    ","tunisie","The kesra is an Algerian pancake, do some research, you will know"
"Rechta tunisienne","Facile","
        Bonjour,
Il y a erreur sur la recette. Ce bouillon de pâtes n'a rien avoir avec la vraie richta qui se cuit à la vapeur et qui se sert avec une sauce bien rouge et épaisse, et non liquide dans un bouillon comme sur. Cette description. 
    ","tunisie","Good morning, There is an error in the recipe. This pasta broth has nothing to do with the real richta which is steamed and served with a very red and thick sauce, and not liquid in a broth like on. This description."
"Salade Mechouia grillée","Facile","
        C'est effectivement Tunisien! La recette originale demande également des oignons et piments(facultatifs)!
Mais de ne surtout pas la mixer, mais couper au couteau/fourchette grossièrement, comme celle que l'on trouve en bocaux dans le commerce.
    ","tunisie","It’s actually Tunisian! The original recipe also calls for onions and peppers (optional)! But above all, do not mix it, but cut it roughly with a knife/fork, like the one found in commercial jars."
"Salade Mechouia grillée","Facile","
        Une Tuerie! Toute ma famille adore ce plat, encore merci! 
    ","tunisie","A massacre! My whole family loves this dish, thank you again!"
"Salade Mechouia grillée","Facile","
        je n'ai pas encore testé, mais ça m'a l'air alléchant!  
MOI, je pense plus à manger le mechouia sur du pain grillé !!

comme pour faire des rillettes de thon avec le mechouia dessus...
    ","tunisie","I haven't tried it yet, but it looks tempting to me! ME, I no longer think about eating mechouia on toast!!  like making tuna rillettes with mechouia on top..."
"Salade Mechouia grillée","Facile","
        un vrai regal ..a faire la veille,c'est meilleure et j'ai mis un peu plus de citron ...
    ","tunisie","a real treat...to make the day before, it's better and I added a little more lemon..."
"Salade Mechouia grillée","Facile","
        Un vrai régal et vraiment très sympa pour les jours de grosses chaleurs.
    ","tunisie","A real treat and really nice for hot days."
"Salade Mechouia grillée","Facile","
        je fait simplement griller des poivrons et des tomates au four,afin de pouvoir leur retirer la peau,dans un saladier je decoupe grossierment les ingredients j'ajoute un filet d'huile,du vinaigre de vin,de l'ail ecrases,sel,poivre,est je laisse refroidir,c'est excelent,j'appelle ca mechouia 
    ","tunisie","I simply grill peppers and tomatoes in the oven, in order to be able to remove the skin, in a salad bowl I roughly cut the ingredients I add a drizzle of oil, wine vinegar, crushed garlic, salt, pepper, I let it cool, it's excellent, I call it mechouia"
"Salade Mechouia grillée","Facile","
        Très bon et frais.Super agréable lors des grandes chaleurs
    ","tunisie","Very good and fresh. Super pleasant during the heat"
"Salade Mechouia grillée","Facile","
        Bonne Salade, mais le goût n'a rien à voir avec celle qu'on mange  sur place !
C'est le goût de grillé qui n'est pas le même peut-être à essayé sur le barbecue.
    ","tunisie","Good salad, but the taste has nothing to do with the one we eat there! It's the grilled taste which is not the same perhaps when tried on the barbecue."
"Salade Mechouia grillée","Facile","
        j'ai,remplacé le thon par du saumon 
    ","tunisie","I replaced the tuna with salmon"
"Salade Mechouia grillée","Facile","
        super bonne ns l avons dècouvert lors d un voyage en tunisie
    ","tunisie","super good we discovered it during a trip to tunisia"
"Salade Mechouia grillée","Facile","
        C'est une tres bonne recette qui devrait d'ailleurs figurer dans les spécialités tunisiennes et non marocaines.
    ","tunisie","It's a very good recipe which should also be included in Tunisian and non-Moroccan specialties."
"Salade Mechouia grillée","Facile","
        Très bonne recette... A faire et refaire.
    ","tunisie","Very good recipe... To make again and again."
"Salade Mechouia grillée","Facile","
        Cette recette est plutôt une spécialité tunisienne, cela m'étonne de la voir classée dans les recettes marocaines. Peut-être est-ce une erreur... En tout cas, c'est un plat vraiment très bon. Variante : on peut ajouter (ou remplacer 2 poivrons par) des aubergines. Vraiment excellent ! Bon appétit !
    ","tunisie","This recipe is rather a Tunisian specialty, it surprises me to see it classified among Moroccan recipes. Maybe that's a mistake... In any case, it's a really good dish. Variation: you can add (or replace 2 peppers with) eggplant. Truly excellent! Enjoy your food !"
"Salade Mechouia grillée","Facile","
        En arabe, ""mechouia"" veut dire ""grillée"", d'ailleurs on dit ""mechoui"" pour le barbecue... Quant à la salade mechouia, comme son nom l'indique, elle est grillée sur le gaz ou encore sur un barbecue. Les éléments importants, ce sont les câpres et le thon, à disposer lors de la présentation.
et bon appétit 
    ","tunisie","In Arabic, ""mechouia"" means ""grilled"", in fact we say ""mechoui"" for barbecue... As for the mechouia salad, as its name suggests, it is grilled on gas or even on a barbecue . The important elements are the capers and the tuna, to be placed during the presentation. and enjoy your meal"
"Tajine de poulet aux citrons confits et olives","Facile","
        Tout à la poubelle, apparament le citron doit être laisser que quelque minute pour donner le goût du coup c'était in mangable 
    ","tunisie","Everything in the trash, apparently the lemon should only be left for a few minutes to give the flavor so it was inedible"
"Tajine de poulet aux citrons confits et olives","Facile","
        EXCELLENT
    ","tunisie","EXCELLENT"
"Tajine de poulet aux citrons confits et olives","Facile","
        Cette recette mérite une cuisson un peu plus longue (2h) mais est tres bonne. J'ai rajouté des amandes éfilées, trés sympa aussi.
    ","tunisie","This recipe requires a little longer cooking time (2 hours) but is very good. I added chopped almonds, very nice too."
"Tajine de poulet aux épices","Facile","
        Très bonne recette merci 
    ","tunisie","Very good recipe thank you"
"Tajine de poulet aux épices","Facile","
        C'est  génial  
    ","tunisie","It's awesome"
"Tajine de poulet aux épices","Facile","
        Simple et délicieux, tout le monde a apprécié
    ","tunisie","Simple and delicious, everyone enjoyed it"
"Tajine de poulet aux épices","Facile","
        5/5
    ","tunisie","5/5"
"Tajine de poulet aux épices","Facile","
        Un vrai régal.  Toute la famille a adoré et adopté le plat...
    ","tunisie","A real treat. The whole family loved and adopted the dish..."
"Tajine de poulet aux épices","Facile","
        Excellent et facile à réaliser : je n'y mets pas les fruits secs mais j'y ajoute une bonne cuillère de miel qui donne ce petit gout sucré qu'on retrouve dans la cuisine du Maghreb...
    ","tunisie","Excellent and easy to make: I don't add the dried fruits but I add a good spoonful of honey which gives that little sweet taste that we find in Maghreb cuisine..."
"Tajine de poulet aux épices","Facile","
        Un grand merci pour ces commentaires sur cette recette! L’équipe de CuisineAZ a travaillé sur cette recette pour que vous puissiez vous régaler et partager cette recette en famille ou entre amis avec encore plus de plaisir! On attend vos nouveaux commentaires!
    ","tunisie","Many thanks for these comments on this recipe! The CuisineAZ team worked on this recipe so that you can enjoy and share this recipe with family or friends with even more pleasure! We are waiting for your new comments!"
"Tajine de poulet aux épices","Facile","
        Le tajine, un plat qui amène le soleil dans votre assiette. Moi je le fais à l'Ultra pro Tupperware. Je mets tous les ingrédients et j'enfourne pendant 1 h ou 25 min au micro onde. On peut rajouter des pruneaux et je mets des courgettes en rondelle.
    ","tunisie","Tagine, a dish that brings the sun to your plate. I do it at Ultra pro Tupperware. I add all the ingredients and microwave for 1 hour or 25 minutes. You can add prunes and I add sliced ​​zucchini."
"Tajine de poulet aux épices","Facile","
        Le tajine c'est super bon, que ce soit à l'agneau, veau ou poulet peu importe on se régale. Ce que je fais c'est que je garde quelques abricots et pruneaux secs que j'ajoute en fin de cuisson pour éviter que tout soit rendu en bouillie. Je mets un peu de curry jaune aussi et du ras el hanout.
    ","tunisie","The tagine is super good, whether it's lamb, veal or chicken, it doesn't matter, we enjoy it. What I do is I keep some dried apricots and prunes which I add at the end of cooking to prevent everything from turning into mush. I also add a little yellow curry and ras el hanout."
"Tajine de poulet aux épices","Facile","
        Le Tajine loin d'être un plat ordinaire, il affiche désormais ses origines et sa diversité de ses épices. Une recette délicatement parfumée aux accords gourmets. Entre épices, fruits secs, miel, herbes aromatique, le Tajine évoque une cuisine du goût, de caractère et du plaisir partagé. Une balade au Magreb avec Alain Biles, les Toqués.
    ","tunisie","The Tagine, far from being an ordinary dish, it now displays its origins and the diversity of its spices. A delicately flavored recipe with gourmet accords. Between spices, dried fruits, honey, aromatic herbs, the Tagine evokes a cuisine of taste, character and shared pleasure. A walk in the Magreb with Alain Biles, les Toqués."
"Tajine de poulet aux épices","Facile","
        Une recette qui invite au voyage.....
    ","tunisie","A recipe that invites you to travel....."
"Tajine de poulet aux épices","Facile","
        Tout l'orient dans son assiette.
    ","tunisie","All the Orient on his plate."
"Tajine de poulet aux épices","Facile","
        Je remplace les abricots par des citrons confits (car mes hommes n'aiment pas les abricots ) 
j'adhère à 100000% pour ce type de plat 
    ","tunisie","I replace the apricots with candied lemons (because my men don't like apricots) I agree 100000% for this type of dish"
"Tajine de poulet aux épices","Facile","
        Quelles saveurs !!!
    ","tunisie","What flavors!!!"
"Tajine de poulet aux épices","Facile","
        Recette très facile à réaliser ! On peut ajouter toutes sortes de légumes car ils cuiront dans le jus et ça c'est juste top !
    ","tunisie","Very easy recipe to make! You can add all kinds of vegetables because they will cook in the juice and that's just great!"
"Tajine de poulet aux épices","Facile","
        ça m'a lait très bon, je rajouterai juste des abricots sec car j'adore le gout qu'il apporte a la tajine :) 
    ","tunisie","It tasted very good to me, I'll just add dried apricots because I love the taste it brings to the tagine :)"
"Tajine de poulet aux épices","Facile","
        Un plat rempli de saveurs
    ","tunisie","A dish full of flavors"
"Tajine de poulet aux épices","Facile","
        Un véritable délice, très convivial 
    ","tunisie","A real delight, very friendly"
"Tajine de poulet aux épices","Facile","
        Pas mal j'ai ajouté des courgettes ainsi que des dattes du raz le anouth et paprika c'est succulent... Généralement il n'en reste pas à faire aussi à l'agneau
    ","tunisie","Not bad, I added zucchini as well as dates from the raz le anouth and paprika, it's succulent... Generally there's nothing left to do with the lamb too"
"Tajine de poulet aux épices","Facile","
        Très bon, j'ai remplacé parfois le bouillon par du jus  d'orange . On se régale à chaque fois!
    ","tunisie","Very good, I sometimes replaced the broth with orange juice. We enjoy it every time!"
"Tajine de viande, pommes de terre, carotte et épices","Facile","
        On s’est régalés ! 
Pour ma part j’ai supprimé le paprika et l’ai remplacé par ras el hanout et j’ai ajouté un cube de légumes car plus de cubes de volailles. 
Je garde cette recette très précieusement  avec du pain khobz bien moelleux, parfait    
    ","tunisie","We had a blast! For my part, I removed the paprika and replaced it with ras el hanout and I added a cube of vegetables because no more cubes of poultry. I keep this recipe very carefully with very soft khobz bread, perfect"
"Yoyo tunisien","Facile","
        Il y’a une grosse erreur dans la recette avec le sucre impossible qu’il yes plus de sucre que de farine c énorme c’est 150g de sucres . 
    ","tunisie","There is a big mistake in the recipe with the impossible sugar, yes there is more sugar than flour, it's a huge 150g of sugar."
"Yoyo tunisien","Facile","
        Êtes vous sûr du grammes du sucre ? Ça me paraît énorme

    ","tunisie","Are you sure of the grams of sugar? It seems huge to me"
"Agneau à l'Australienne","Facile","
        Tout simplement délicieux! Merci pour la découverte 
Néanmoins, ne cuisez pas les patates si longtemps, 30 min suffisent amplement.
    ","australie","Simply delicious! thanks for the discovery However, don't cook the potatoes for that long, 30 minutes is more than enough."
"Anzac biscuits (biscuits australiens à la noix de coco)","Facile","
        Juste DELICIEUX!!!! J'ai mis de la noix de coco râpé et torréfié de mon îles. Ma famille a adoré, les biscuits ont pas fait long feu 
    ","australie","Just DELICIOUS!!!! I added grated and roasted coconut from my islands. My family loved it, the cookies didn't last long"
" Fish and chips","Facile","
        on peut le dire plus simplement !!
    ","australie","we can say it more simply!!"
"Le pavlova revisité de Cyril Lignac","Intermédiaire","
        Recette à éviter ! La meringue est sucrée à outrance, inmangeable ! De plus, j'ai respecté le conseils de dressage et le temps de cuisson mais les meringues sont ressorties trop cuites, impossible de les découper à la cuillère et en bouche elles collent aux dents !!!! Déception !!! 
    ","australie","Recipe to avoid! The meringue is excessively sweet, inedible! In addition, I followed the dressing instructions and the cooking time but the meringues came out overcooked, impossible to cut them with a spoon and in the mouth they stick to the teeth!!!! Disappointment !!!"
"Le pavlova revisité de Cyril Lignac","Intermédiaire","
        Très bonne  recette, j'ai  remplacé  le  kombawa  par une comportée de fruits rouges (cassis groseilles framboises) c'était  délicieux,  par contre les proportions données  permettent de nourrir huit personnes sans problème. 
    ","australie","Very good recipe, I replaced the kombawa with a mixture of red fruits (blackcurrant, redcurrant, raspberry) it was delicious, however the proportions given make it possible to feed eight people without problem."
"Le pavlova revisité de Cyril Lignac","Intermédiaire","
        bonjour, vous vous êtes trompés de photo. il s'agit de la pomme d'amour revisitée, pas de la pavlova. Merci de rectifier.
    ","australie","hello, you took the wrong photo. it's the revisited candy apple, not the pavlova. Thanks for rectifying."
"Mini meat pies apéritives","Facile","
        Bon, j'apprends cela quand j'étais en 6 ème cela est délicieux ! Merci de me faire renaître mon enfance.
    ","australie","Well, I learned this when I was in 6th grade, it's delicious! Thank you for bringing my childhood back to me."
"Mini meat pies apéritives","Facile","
        Bon j'apprends cela quand j'&#233;tais en 6 &#232;me cela est d&#233;licieux merci de me faire renaitre mon enfance 
    ","australie","Well I learned this when I was in 6th grade, this is delicious, thank you for bringing my childhood back to life"
"Pain aux fruits secs","Facile","
        Super bon ! J'adore les fruits secs et ils sont bien mis à l'honneur dans cette recette, merci, c'est meilleur que chez le boulanger !
    ","australie","Super good ! I love dried fruits and they are well featured in this recipe, thank you, it's better than at the bakery!"
"Steak de kangourou aux légumes","Facile","
        Excellent! Tout le monde a apprécié. J'ai essayé pendant la semaine donc pressée...
  Et j'ai mis de la crème fraîche en bombe sur les pommes de terre. 
  Le mais en boite est très bon aussi dans les légumes. A refaire........

    ","australie","Excellent! Everyone appreciated it. I tried during the week so in a hurry... And I put crème fraîche spray on the potatoes. Canned corn is also very good in vegetables. To do again........"
"Steak de kangourou aux légumes","Facile","
        C'est super bon. J'y ai juste ajouté du coulis de fruits rouges, ce fut un régal !
    ","australie","It's so good. I just added some red fruit coulis, it was a treat!"
"Bami ","Facile","
        dommage qu'il manque des ingrédients...de plus vous n'indiquez pas la quantité de sauce soja...

    ","indonesiennes","too bad there are missing ingredients...plus you don't indicate the quantity of soy sauce..."
"Bami ","Facile","
        Très bon et très facile à faire.
    ","indonesiennes","Very good and very easy to make."
"Brochettes de poulet au sésame","Facile","
        J'ai été un peu déçue par le goût
    ","indonesiennes","I was a little disappointed by the taste"
"Brochettes de poulet au sésame","Facile","
        Peut-on les manger froides pour un buffet par exemple ?
    ","indonesiennes","Can we eat them cold for a buffet for example?"
"Brochettes de poulet au sésame","Facile","
        En effet le goût est là mais comme l'a signalé un internaute, il vaut mieux couper la cuisson au bout de 15min parce qu'au delà moi, j'ai eu une viande sèche!!!
    ","indonesiennes","Indeed the taste is there but as one Internet user pointed out, it is better to stop cooking after 15 minutes because beyond that, I had dry meat!!!"
"Brochettes de poulet au sésame","Facile","
        Délicieux et il n'y en a jamais assez
    ","indonesiennes","Delicious and there's never enough"
"Brochettes de poulet au sésame","Facile","
        Un régal!!! La recette est parfaite. Le poulet est moelleux. Le mélange de miel et de soja apporte une douce note sucrée et parfumée. Les graines de sésames ont délicieusement grillées pendant la cuisson.
    ","indonesiennes","A delight!!! The recipe is perfect. The chicken is soft. The blend of honey and soy brings a gentle sweet and fragrant note. The sesame seeds toasted deliciously while cooking."
"Brochettes de poulet au sésame","Facile","
        Récette rapide, facile et un vrai délice..
un conseil : remplacez le ""blanc de poulet"" par la ""chair de cuisse de poulet désossée"", elle est beaucoup plus tendre à manger.
    ","indonesiennes","Quick, easy and delicious recipe. a tip: replace “chicken breast” with “boneless chicken thigh meat”, it is much more tender to eat."
"Brochettes de poulet au sésame","Facile","
        Faites cuire les aiguilettes marinées à la poêle pas trop longtemps, versez un peu de crème liquide à la fin pour décoller les sucs puis ajoutez les grains de sésame un peu grillés sur chaque brochette. Servez les brochettes et la sauce à part.
    ","indonesiennes","Cook the marinated needles in the pan for not too long, pour a little liquid cream at the end to loosen the juices then add the slightly toasted sesame seeds on each skewer. Serve the skewers and sauce separately."
"Brochettes de poulet au sésame","Facile","
        Bon plat asiatique (Indonésie).
    ","indonesiennes","Good Asian dish (Indonesia)."
